"","ortho_id","top_hit"
"1326","clust_1326","hypothetical protein"
"1327","clust_1327","hypothetical protein"
"1328","clust_1328","Transcriptional regulator, AcrR family"
"1329","clust_1329","FIG00426572: hypothetical protein"
"1330","clust_1330","hypothetical protein"
"1331","clust_1331","Hypothetical SAV0801 homolog in superantigen-encoding pathogenicity islands SaPI"
"1332","clust_1332","YafQ toxin protein"
"1333","clust_1333","Mobile element protein"
"1334","clust_1334","Phage tail length tape-measure protein"
"1335","clust_1335","FIG00672164: hypothetical protein"
"1336","clust_1336","hypothetical protein"
"1337","clust_1337","hypothetical protein"
"1338","clust_1338","hypothetical protein"
"1339","clust_1339","hypothetical protein"
"1340","clust_1340","hypothetical protein"
"1341","clust_1341","acetyltransferase, GNAT family"
"1342","clust_1342","hypothetical protein"
"1343","clust_1343","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"1344","clust_1344","hypothetical protein"
"1345","clust_1345","hypothetical protein"
"1346","clust_1346","hypothetical protein"
"1347","clust_1347","hypothetical protein"
"1348","clust_1348","Uncharacterized phage-associated protein"
"1349","clust_1349","DNA-cytosine methyltransferase (EC 2.1.1.37)"
"1350","clust_1350","Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)"
"1351","clust_1351","hypothetical protein"
"1352","clust_1352","Deoxyribonucleoside regulator DeoR (transcriptional repressor)"
"1353","clust_1353","Deoxyribose-phosphate aldolase (EC 4.1.2.4)"
"1354","clust_1354","Homolog of fucose/glucose/galactose permeases"
"1355","clust_1355","Putative uncharacterized protein STY3991"
"1356","clust_1356","Ribokinase (EC 2.7.1.15)"
"1357","clust_1357","hypothetical protein"
"1358","clust_1358","hypothetical protein"
"1359","clust_1359","hypothetical protein"
"1360","clust_1360","Putative integral membrane protein"
"1361","clust_1361","FIG00672124: hypothetical protein"
"1362","clust_1362","Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"
"1363","clust_1363","Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"
"1364","clust_1364","Phosphocarrier protein of PTS system"
"1365","clust_1365","Galactose operon repressor, GalR-LacI family of transcriptional regulators"
"1366","clust_1366","hypothetical protein"
"1367","clust_1367","hypothetical protein"
"1368","clust_1368","putative DNA-damage-inducibile protein"
"1369","clust_1369","FIG00672450: hypothetical protein"
"1370","clust_1370","CRISPR-associated protein Cas1"
"1371","clust_1371","hypothetical protein"
"1372","clust_1372","FIG00672299: hypothetical protein"
"1373","clust_1373","hypothetical protein"
"1374","clust_1374","hypothetical protein"
"1375","clust_1375","Homoserine O-succinyltransferase (EC 2.3.1.46)"
"1376","clust_1376","hypothetical protein"
"1377","clust_1377","FIG00672145: hypothetical protein"
"1378","clust_1378","hypothetical protein"
"1379","clust_1379","FIG00672354: hypothetical protein"
"1380","clust_1380","O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)"
"1381","clust_1381","FIG00672568: hypothetical protein"
"1382","clust_1382","transcriptional regulator, LacI family"
"1383","clust_1383","N-Acetyl-D-glucosamine ABC transport system, permease protein 1"
"1384","clust_1384","Maltose/maltodextrin ABC transporter, permease protein MalG"
"1385","clust_1385","Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)"
"1386","clust_1386","Permease of the drug/metabolite transporter (DMT) superfamily"
"1387","clust_1387","Beta-phosphoglucomutase (EC 5.4.2.6)"
"1388","clust_1388","Evolved beta-D-galactosidase, alpha subunit"
"1389","clust_1389","hypothetical protein"
"1390","clust_1390","Exonuclease SbcC"
"1391","clust_1391","hypothetical protein"
"1392","clust_1392","hypothetical protein"
"1393","clust_1393","FIG00672317: hypothetical protein"
"1394","clust_1394","ATPase component of general energizing module of ECF transporters / ATPase component of general energizing module of ECF transporters"
"1395","clust_1395","hypothetical protein"
"1396","clust_1396","Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)"
"1397","clust_1397","""Type I restriction-modification system, specificity subunit S """
"1398","clust_1398","streptococcal hemagglutinin protein"
"1399","clust_1399","hypothetical protein"
"1400","clust_1400","hypothetical protein"
"1401","clust_1401","hypothetical protein"
"1402","clust_1402","hypothetical protein"
"1403","clust_1403","hypothetical protein"
"1404","clust_1404","hypothetical protein"
"1405","clust_1405","hypothetical protein"
"1406","clust_1406","hypothetical protein"
"1407","clust_1407","FIG00672010: hypothetical protein"
"1408","clust_1408","hypothetical protein"
"1409","clust_1409","Beta-hexosaminidase (EC 3.2.1.52)"
"1410","clust_1410","Death on curing protein, Doc toxin"
"1411","clust_1411","FIG00814575: hypothetical protein"
"1412","clust_1412","hypothetical protein"
"1413","clust_1413","hypothetical protein"
"1414","clust_1414","FIG00672153: hypothetical protein"
"1415","clust_1415","hypothetical protein"
"1416","clust_1416","hypothetical protein"
"1417","clust_1417","hypothetical protein"
"1418","clust_1418","hypothetical protein"
"1419","clust_1419","hypothetical protein"
"1420","clust_1420","COG0477: Permeases of the major facilitator superfamily"
"1421","clust_1421","Xylose isomerase (EC 5.3.1.5)"
"1422","clust_1422","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)"
"1423","clust_1423","probable ABC transport system permease protein for sugars"
"1424","clust_1424","DNA primase/helicase, phage-associated"
"1425","clust_1425","Alpha-galactosidase (EC 3.2.1.22)"
"1426","clust_1426","ATPase"
"1427","clust_1427","Hypothetical SAV0801 homolog in superantigen- encoding pathogenicity islands SaPI"
"1428","clust_1428","Holin, toxin secretion/phage lysis"
"1429","clust_1429","FIG01032232: hypothetical protein"
"1430","clust_1430","hypothetical protein"
"1431","clust_1431","hypothetical protein"
"1432","clust_1432","hypothetical protein"
"1433","clust_1433","FIG00672349: hypothetical protein"
"1434","clust_1434","hypothetical protein"
"1435","clust_1435","Transcriptional regulators"
"1436","clust_1436","transcriptional regulator, XRE family"
"1437","clust_1437","Tryptophan synthase beta chain (EC 4.2.1.20)"
"1438","clust_1438","FIG00672379: hypothetical protein"
"1439","clust_1439","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"1440","clust_1440","DNA-cytosine methyltransferase (EC 2.1.1.37)"
"1441","clust_1441","FIG00672441: hypothetical protein"
"1442","clust_1442","DNA-damage-inducible protein J"
"1443","clust_1443","hypothetical protein"
"1444","clust_1444","hypothetical protein"
"1445","clust_1445","hypothetical protein"
"1446","clust_1446","abortive infection bacteriophage resistance protein"
"1447","clust_1447","hypothetical protein"
"1448","clust_1448","N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein"
"1449","clust_1449","hypothetical protein"
"1450","clust_1450","hypothetical protein"
"1451","clust_1451","hypothetical protein"
"1452","clust_1452","FIG00525105: hypothetical protein"
"1453","clust_1453","Substrate-specific component STY3230 of queuosine-regulated ECF transporter"
"1454","clust_1454","hypothetical protein"
"1455","clust_1455","FIG01131316: hypothetical protein"
"1456","clust_1456","regulatory protein, LacI"
"1457","clust_1457","hypothetical protein"
"1458","clust_1458","hypothetical protein"
"1459","clust_1459","Macrolide-efflux protein"
"1460","clust_1460","serine_threonine protein kinase"
"1461","clust_1461","hypothetical protein"
"1462","clust_1462","hypothetical protein"
"1463","clust_1463","ABC transporter, ATP-binding protein"
"1464","clust_1464","Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
"1465","clust_1465","hypothetical protein"
"1466","clust_1466","hypothetical protein"
"1467","clust_1467","hypothetical protein"
"1468","clust_1468","hypothetical protein"
"1469","clust_1469","FIG00672247: hypothetical protein"
"1470","clust_1470","hypothetical protein"
"1471","clust_1471","Site-specific recombinase"
"1472","clust_1472","N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein"
"1473","clust_1473","hypothetical protein"
"1474","clust_1474","ABC-type sugar transport system, permease component"
"1475","clust_1475","hypothetical protein"
"1476","clust_1476","hypothetical protein"
"1477","clust_1477","Prophage pi2 protein 38"
"1478","clust_1478","hypothetical protein"
"1479","clust_1479","hypothetical protein"
"1480","clust_1480","hypothetical protein"
"1481","clust_1481","hypothetical protein"
"1482","clust_1482","hypothetical protein"
"1483","clust_1483","hypothetical protein"
"1484","clust_1484","hypothetical protein"
"1485","clust_1485","A/G-specific adenine glycosylase (EC 3.2.2.-)"
"1486","clust_1486","hypothetical protein"
"1487","clust_1487","FIG00672155: hypothetical protein"
"1488","clust_1488","FIG00672058: hypothetical protein"
"1489","clust_1489","ADP-ribosylglycohydrolase YegU (EC 3.2.-.-)"
"1490","clust_1490","Ribokinase (EC 2.7.1.15)"
"1491","clust_1491","hydrolase, putative isochorismatase"
"1492","clust_1492","LacI-type transcriptional regulator"
"1493","clust_1493","Sortase A, LPXTG specific"
"1494","clust_1494","Abortive infection bacteriophage resistance protein"
"1495","clust_1495","hypothetical protein"
"1496","clust_1496","Phage antirepressor protein"
"1497","clust_1497","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)"
"1498","clust_1498","Dihydropteroate synthase (EC 2.5.1.15)"
"1499","clust_1499","ABC sugar transporter, periplasmic binding protein"
"1500","clust_1500","Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)"
"1501","clust_1501","Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)"
"1502","clust_1502","Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease component 1"
"1503","clust_1503","6-phospho-3-hexuloisomerase"
"1504","clust_1504","hypothetical protein"
"1505","clust_1505","hypothetical protein"
"1506","clust_1506","hypothetical protein"
"1507","clust_1507","hypothetical protein"
"1508","clust_1508","hypothetical protein"
"1509","clust_1509","hypothetical protein"
"1510","clust_1510","hypothetical protein"
"1511","clust_1511","hypothetical protein"
"1512","clust_1512","hypothetical protein"
"1513","clust_1513","CRISPR-associated protein Cas2"
"1514","clust_1514","hypothetical protein"
"1515","clust_1515","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"1516","clust_1516","hypothetical protein"
"1517","clust_1517","Galactofuranosyl transferase (EC 2.-.-.-)"
"1518","clust_1518","hypothetical protein"
"1519","clust_1519","hypothetical protein"
"1520","clust_1520","hypothetical protein"
"1521","clust_1521","hypothetical protein"
"1522","clust_1522","hypothetical protein"
"1523","clust_1523","Abortive infection protein AbiGII"
"1524","clust_1524","hypothetical protein"
"1525","clust_1525","hypothetical protein"
"1526","clust_1526","""Alpha/beta hydrolase fold """
"1527","clust_1527","hypothetical protein"
"1528","clust_1528","Propionicin SM1"
"1529","clust_1529","hypothetical protein"
"1530","clust_1530","hypothetical protein"
"1531","clust_1531","TonB-dependent receptor"
"1532","clust_1532","Exonuclease SbcC"
"1533","clust_1533","hypothetical protein"
"1534","clust_1534","hypothetical protein"
"1535","clust_1535","hypothetical protein"
"1536","clust_1536","hypothetical protein"
"1537","clust_1537","hypothetical protein"
"1538","clust_1538","hypothetical protein"
"1539","clust_1539","hypothetical protein"
"1540","clust_1540","hypothetical protein"
"1541","clust_1541","DNA primase/helicase, phage-associated"
"1542","clust_1542","LacI-type transcriptional regulator"
"1543","clust_1543","binding-protein-dependent transport system permease"
"1544","clust_1544","binding-protein-dependent transport system permease"
"1545","clust_1545","putative secreted sugar-binding protein"
"1546","clust_1546","hypothetical protein"
"1547","clust_1547","hypothetical protein"
"1548","clust_1548","DNA-damage-inducible protein J"
"1549","clust_1549","hypothetical protein"
"1550","clust_1550","hypothetical protein"
"1551","clust_1551","head-tail adaptor, putative"
"1552","clust_1552","hypothetical protein"
"1553","clust_1553","hypothetical protein"
"1554","clust_1554","Duplicated ATPase component BL0693 of energizing module of predicted ECF transporter"
"1555","clust_1555","Transmembrane component BL0694 of energizing module of predicted ECF transporter"
"1556","clust_1556","Substrate-specific component BL0695 of predicted ECF transporter"
"1557","clust_1557","ABC transporter, ATP-binding/permease protein"
"1558","clust_1558","ABC transporter, ATP-binding/permease protein"
"1559","clust_1559","TetR family transcriptional regulator"
"1560","clust_1560","Acyl-CoA thioesterase 1"
"1561","clust_1561","hypothetical protein"
"1562","clust_1562","hypothetical protein"
"1563","clust_1563","hypothetical protein"
"1564","clust_1564","hypothetical protein"
"1565","clust_1565","hypothetical protein"
"1566","clust_1566","hypothetical protein"
"1567","clust_1567","hypothetical protein"
"1568","clust_1568","hypothetical protein"
"1569","clust_1569","hypothetical protein"
"1570","clust_1570","hypothetical protein"
"1571","clust_1571","hypothetical protein"
"1572","clust_1572","ORF28"
"1573","clust_1573","hypothetical protein"
"1574","clust_1574","hypothetical protein"
"1575","clust_1575","hypothetical protein"
"1576","clust_1576","hypothetical protein"
"1577","clust_1577","Choline permease LicB"
"1578","clust_1578","hypothetical protein"
"1579","clust_1579","SSU ribosomal protein S17p (S11e)"
"1580","clust_1580","LSU ribosomal protein L36p"
"1581","clust_1581","Cytosine/purine/uracil/thiamine/allantoin permease family protein"
"1582","clust_1582","hypothetical protein"
"1583","clust_1583","Inosine monophosphate dehydrogenase-related protein"
"1584","clust_1584","hypothetical protein"
"1585","clust_1585","hypothetical protein"
"1586","clust_1586","Exonuclease SbcC"
"1587","clust_1587","Exonuclease SbcC"
"1588","clust_1588","hypothetical protein"
"1589","clust_1589","hypothetical protein"
"1590","clust_1590","hypothetic protein"
"1591","clust_1591","hypothetical protein"
"1592","clust_1592","Putative ABC transport system membrane protein"
"1593","clust_1593","hypothetical protein"
"1594","clust_1594","hypothetical protein"
"1595","clust_1595","hypothetical protein"
"1596","clust_1596","putative ORF-2"
"1597","clust_1597","hypothetical protein"
"1598","clust_1598","hypothetical protein"
"1599","clust_1599","hypothetical protein"
"1600","clust_1600","hypothetical protein"
"1601","clust_1601","hypothetical protein"
"1602","clust_1602","TonB-dependent receptor"
"1603","clust_1603","hypothetical protein"
"1604","clust_1604","hypothetical protein"
"1605","clust_1605","hypothetical protein"
"1606","clust_1606","hypothetical protein"
"1607","clust_1607","YafQ toxin protein"
"1608","clust_1608","hypothetical protein"
"1609","clust_1609","hypothetical protein"
"1610","clust_1610","YafQ toxin protein"
"1611","clust_1611","hypothetical protein"
"1612","clust_1612","Type III restriction-modification system methylation subunit (EC 2.1.1.72)"
"1613","clust_1613","hypothetical protein"
"1614","clust_1614","hypothetical protein"
"1615","clust_1615","hypothetical protein"
"1616","clust_1616","hypothetical protein"
"1617","clust_1617","hypothetical protein"
"1618","clust_1618","hypothetical protein"
"1619","clust_1619","hypothetical protein"
"1620","clust_1620","hypothetical protein"
"1621","clust_1621","hypothetical protein"
