cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV21|SEQ01022	clust_2731	fid|183968854|locus|VBIGarVag274454_1023|   FIG00672414: hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183968854|locus|VBIGarVag274454_1023	SEQ01022	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01040	clust_2732	fid|183968902|locus|VBIGarVag274454_1041|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183968902|locus|VBIGarVag274454_1041	SEQ01040	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01047	clust_2733	fid|183968917|locus|VBIGarVag274454_1048|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183968917|locus|VBIGarVag274454_1048	SEQ01047	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01105	clust_2734	fid|183969060|locus|VBIGarVag274454_1106|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969060|locus|VBIGarVag274454_1106	SEQ01105	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01113	clust_2735	fid|183969081|locus|VBIGarVag274454_1114|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969081|locus|VBIGarVag274454_1114	SEQ01113	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01144	clust_2736	fid|183969158|locus|VBIGarVag274454_1145|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969158|locus|VBIGarVag274454_1145	SEQ01144	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01158	clust_2737	fid|183969192|locus|VBIGarVag274454_1159|   Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)   [Gardnerella vaginalis JCP7275]	fid|183969192|locus|VBIGarVag274454_1159	SEQ01158	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01212	clust_2738	fid|183969323|locus|VBIGarVag274454_1213|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969323|locus|VBIGarVag274454_1213	SEQ01212	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01217	clust_2739	fid|183969337|locus|VBIGarVag274454_1218|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969337|locus|VBIGarVag274454_1218	SEQ01217	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01218	clust_2740	fid|183969339|locus|VBIGarVag274454_1219|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969339|locus|VBIGarVag274454_1219	SEQ01218	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01219	clust_2741	fid|183969342|locus|VBIGarVag274454_1220|   hypothetical protein   [Gardnerella vaginalis JCP7275]	fid|183969342|locus|VBIGarVag274454_1220	SEQ01219	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01225	clust_2742	fid|183969357|locus|VBIGarVag274454_1226|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP7275]	fid|183969357|locus|VBIGarVag274454_1226	SEQ01225	Gardnerella vaginalis JCP7275	GV21
GV21|SEQ01230	clust_2743	fid|183969373|locus|VBIGarVag274454_1231|   Magnesium and cobalt efflux protein CorC   [Gardnerella vaginalis JCP7275]	fid|183969373|locus|VBIGarVag274454_1231	SEQ01230	Gardnerella vaginalis JCP7275	GV21
GV14|SEQ00031	clust_2744	fid|85501878|locus|VBIGarVag244375_0031|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85501878|locus|VBIGarVag244375_0031	SEQ00031	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00032	clust_2745	fid|85501880|locus|VBIGarVag244375_0032|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85501880|locus|VBIGarVag244375_0032	SEQ00032	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00039	clust_2746	fid|85501894|locus|VBIGarVag244375_0039|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85501894|locus|VBIGarVag244375_0039	SEQ00039	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00044	clust_2747	fid|85501904|locus|VBIGarVag244375_0044|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85501904|locus|VBIGarVag244375_0044	SEQ00044	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00062	clust_2748	fid|85501940|locus|VBIGarVag244375_0062|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85501940|locus|VBIGarVag244375_0062	SEQ00062	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00151	clust_2749	fid|85502131|locus|VBIGarVag244375_0151|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502131|locus|VBIGarVag244375_0151	SEQ00151	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00193	clust_2750	fid|85502220|locus|VBIGarVag244375_0193|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502220|locus|VBIGarVag244375_0193	SEQ00193	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00209	clust_2751	fid|85502252|locus|VBIGarVag244375_0209|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502252|locus|VBIGarVag244375_0209	SEQ00209	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00214	clust_2752	fid|85502262|locus|VBIGarVag244375_0214|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502262|locus|VBIGarVag244375_0214	SEQ00214	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00293	clust_2753	fid|85502428|locus|VBIGarVag244375_0293|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502428|locus|VBIGarVag244375_0293	SEQ00293	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00304	clust_2754	fid|85502452|locus|VBIGarVag244375_0304|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502452|locus|VBIGarVag244375_0304	SEQ00304	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00333	clust_2755	fid|85502510|locus|VBIGarVag244375_0333|   Listeria/Bacterioides repeat protein   [Gardnerella vaginalis 6119V5]	fid|85502510|locus|VBIGarVag244375_0333	SEQ00333	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00380	clust_2756	fid|85502606|locus|VBIGarVag244375_0380|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502606|locus|VBIGarVag244375_0380	SEQ00380	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00395	clust_2757	fid|85502640|locus|VBIGarVag244375_0395|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502640|locus|VBIGarVag244375_0395	SEQ00395	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00466	clust_2758	fid|85502789|locus|VBIGarVag244375_0466|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502789|locus|VBIGarVag244375_0466	SEQ00466	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00467	clust_2759	fid|85502791|locus|VBIGarVag244375_0467|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502791|locus|VBIGarVag244375_0467	SEQ00467	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00476	clust_2760	fid|85502809|locus|VBIGarVag244375_0476|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502809|locus|VBIGarVag244375_0476	SEQ00476	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00477	clust_2761	fid|85502811|locus|VBIGarVag244375_0477|   FIG00672052: hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502811|locus|VBIGarVag244375_0477	SEQ00477	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00490	clust_2762	fid|85502837|locus|VBIGarVag244375_0490|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502837|locus|VBIGarVag244375_0490	SEQ00490	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00494	clust_2763	fid|85502845|locus|VBIGarVag244375_0494|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502845|locus|VBIGarVag244375_0494	SEQ00494	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00498	clust_2764	fid|85502853|locus|VBIGarVag244375_0498|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85502853|locus|VBIGarVag244375_0498	SEQ00498	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00575	clust_2765	fid|85503010|locus|VBIGarVag244375_0575|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503010|locus|VBIGarVag244375_0575	SEQ00575	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00577	clust_2766	fid|85503014|locus|VBIGarVag244375_0577|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503014|locus|VBIGarVag244375_0577	SEQ00577	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00601	clust_2767	fid|85503066|locus|VBIGarVag244375_0601|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503066|locus|VBIGarVag244375_0601	SEQ00601	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00631	clust_2768	fid|85503126|locus|VBIGarVag244375_0631|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503126|locus|VBIGarVag244375_0631	SEQ00631	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00633	clust_2769	fid|85503130|locus|VBIGarVag244375_0633|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503130|locus|VBIGarVag244375_0633	SEQ00633	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00672	clust_2770	fid|85503219|locus|VBIGarVag244375_0672|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503219|locus|VBIGarVag244375_0672	SEQ00672	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00690	clust_2771	fid|85503262|locus|VBIGarVag244375_0690|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503262|locus|VBIGarVag244375_0690	SEQ00690	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00691	clust_2772	fid|85503264|locus|VBIGarVag244375_0691|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503264|locus|VBIGarVag244375_0691	SEQ00691	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00718	clust_2773	fid|85503318|locus|VBIGarVag244375_0718|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503318|locus|VBIGarVag244375_0718	SEQ00718	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00765	clust_2774	fid|85503418|locus|VBIGarVag244375_0765|   SSU ribosomal protein S16p   [Gardnerella vaginalis 6119V5]	fid|85503418|locus|VBIGarVag244375_0765	SEQ00765	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00779	clust_2775	fid|85503446|locus|VBIGarVag244375_0779|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503446|locus|VBIGarVag244375_0779	SEQ00779	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00815	clust_2776	fid|85503519|locus|VBIGarVag244375_0815|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503519|locus|VBIGarVag244375_0815	SEQ00815	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00867	clust_2777	fid|85503625|locus|VBIGarVag244375_0867|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503625|locus|VBIGarVag244375_0867	SEQ00867	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00874	clust_2778	fid|85503639|locus|VBIGarVag244375_0874|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503639|locus|VBIGarVag244375_0874	SEQ00874	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00875	clust_2779	fid|85503641|locus|VBIGarVag244375_0875|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503641|locus|VBIGarVag244375_0875	SEQ00875	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00878	clust_2780	fid|85503649|locus|VBIGarVag244375_0878|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503649|locus|VBIGarVag244375_0878	SEQ00878	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00879	clust_2781	fid|85503652|locus|VBIGarVag244375_0879|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503652|locus|VBIGarVag244375_0879	SEQ00879	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00889	clust_2782	fid|85503672|locus|VBIGarVag244375_0889|   FIG00672200: hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503672|locus|VBIGarVag244375_0889	SEQ00889	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00899	clust_2783	fid|85503692|locus|VBIGarVag244375_0899|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503692|locus|VBIGarVag244375_0899	SEQ00899	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ00996	clust_2784	fid|85503900|locus|VBIGarVag244375_0996|   ATPase component of general energizing module of ECF transporters   [Gardnerella vaginalis 6119V5]	fid|85503900|locus|VBIGarVag244375_0996	SEQ00996	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01036	clust_2785	fid|85503980|locus|VBIGarVag244375_1036|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85503980|locus|VBIGarVag244375_1036	SEQ01036	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01050	clust_2786	fid|85504010|locus|VBIGarVag244375_1050|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504010|locus|VBIGarVag244375_1050	SEQ01050	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01056	clust_2787	fid|85504022|locus|VBIGarVag244375_1056|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504022|locus|VBIGarVag244375_1056	SEQ01056	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01073	clust_2788	fid|85504057|locus|VBIGarVag244375_1073|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504057|locus|VBIGarVag244375_1073	SEQ01073	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01092	clust_2789	fid|85504095|locus|VBIGarVag244375_1092|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504095|locus|VBIGarVag244375_1092	SEQ01092	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01167	clust_2790	fid|85504255|locus|VBIGarVag244375_1167|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504255|locus|VBIGarVag244375_1167	SEQ01167	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01171	clust_2791	fid|85504267|locus|VBIGarVag244375_1171|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504267|locus|VBIGarVag244375_1171	SEQ01171	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01175	clust_2792	fid|85504276|locus|VBIGarVag244375_1175|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504276|locus|VBIGarVag244375_1175	SEQ01175	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01176	clust_2793	fid|85504278|locus|VBIGarVag244375_1176|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504278|locus|VBIGarVag244375_1176	SEQ01176	Gardnerella vaginalis 6119V5	GV14
GV14|SEQ01185	clust_2794	fid|85504296|locus|VBIGarVag244375_1185|   hypothetical protein   [Gardnerella vaginalis 6119V5]	fid|85504296|locus|VBIGarVag244375_1185	SEQ01185	Gardnerella vaginalis 6119V5	GV14
GV05|SEQ00024	clust_2795	fid|52545749|locus|VBIGarVag174900_0024|   ABC transporter, ATP-binding/permease protein   [Gardnerella vaginalis 101]	fid|52545749|locus|VBIGarVag174900_0024	SEQ00024	Gardnerella vaginalis 101	GV05
GV05|SEQ00064	clust_2796	fid|52545835|locus|VBIGarVag174900_0064|   SSU ribosomal protein S16p   [Gardnerella vaginalis 101]	fid|52545835|locus|VBIGarVag174900_0064	SEQ00064	Gardnerella vaginalis 101	GV05
GV05|SEQ00078	clust_2797	fid|52545863|locus|VBIGarVag174900_0078|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52545863|locus|VBIGarVag174900_0078	SEQ00078	Gardnerella vaginalis 101	GV05
GV05|SEQ00177	clust_2798	fid|52546063|locus|VBIGarVag174900_0177|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546063|locus|VBIGarVag174900_0177	SEQ00177	Gardnerella vaginalis 101	GV05
GV05|SEQ00179	clust_2799	fid|52546067|locus|VBIGarVag174900_0179|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546067|locus|VBIGarVag174900_0179	SEQ00179	Gardnerella vaginalis 101	GV05
GV05|SEQ00256	clust_2800	fid|52546230|locus|VBIGarVag174900_0256|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546230|locus|VBIGarVag174900_0256	SEQ00256	Gardnerella vaginalis 101	GV05
GV05|SEQ00391	clust_2801	fid|52546507|locus|VBIGarVag174900_0391|   Branched-chain amino acid transport system carrier protein   [Gardnerella vaginalis 101]	fid|52546507|locus|VBIGarVag174900_0391	SEQ00391	Gardnerella vaginalis 101	GV05
GV05|SEQ00428	clust_2802	fid|52546588|locus|VBIGarVag174900_0428|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546588|locus|VBIGarVag174900_0428	SEQ00428	Gardnerella vaginalis 101	GV05
GV05|SEQ00480	clust_2803	fid|52546704|locus|VBIGarVag174900_0480|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546704|locus|VBIGarVag174900_0480	SEQ00480	Gardnerella vaginalis 101	GV05
GV05|SEQ00494	clust_2804	fid|52546732|locus|VBIGarVag174900_0494|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546732|locus|VBIGarVag174900_0494	SEQ00494	Gardnerella vaginalis 101	GV05
GV05|SEQ00512	clust_2805	fid|52546768|locus|VBIGarVag174900_0512|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546768|locus|VBIGarVag174900_0512	SEQ00512	Gardnerella vaginalis 101	GV05
GV05|SEQ00517	clust_2806	fid|52546778|locus|VBIGarVag174900_0517|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546778|locus|VBIGarVag174900_0517	SEQ00517	Gardnerella vaginalis 101	GV05
GV05|SEQ00553	clust_2807	fid|52546850|locus|VBIGarVag174900_0553|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546850|locus|VBIGarVag174900_0553	SEQ00553	Gardnerella vaginalis 101	GV05
GV05|SEQ00586	clust_2808	fid|52546920|locus|VBIGarVag174900_0586|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546920|locus|VBIGarVag174900_0586	SEQ00586	Gardnerella vaginalis 101	GV05
GV05|SEQ00601	clust_2809	fid|52546954|locus|VBIGarVag174900_0601|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52546954|locus|VBIGarVag174900_0601	SEQ00601	Gardnerella vaginalis 101	GV05
GV05|SEQ00839	clust_2810	fid|52547446|locus|VBIGarVag174900_0839|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547446|locus|VBIGarVag174900_0839	SEQ00839	Gardnerella vaginalis 101	GV05
GV05|SEQ00898	clust_2811	fid|52547564|locus|VBIGarVag174900_0898|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547564|locus|VBIGarVag174900_0898	SEQ00898	Gardnerella vaginalis 101	GV05
GV05|SEQ00900	clust_2812	fid|52547568|locus|VBIGarVag174900_0900|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547568|locus|VBIGarVag174900_0900	SEQ00900	Gardnerella vaginalis 101	GV05
GV05|SEQ00946	clust_2813	fid|52547670|locus|VBIGarVag174900_0946|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547670|locus|VBIGarVag174900_0946	SEQ00946	Gardnerella vaginalis 101	GV05
GV05|SEQ00966	clust_2814	fid|52547710|locus|VBIGarVag174900_0966|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547710|locus|VBIGarVag174900_0966	SEQ00966	Gardnerella vaginalis 101	GV05
GV05|SEQ00994	clust_2815	fid|52547768|locus|VBIGarVag174900_0994|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547768|locus|VBIGarVag174900_0994	SEQ00994	Gardnerella vaginalis 101	GV05
GV05|SEQ01008	clust_2816	fid|52547797|locus|VBIGarVag174900_1008|   FIG00671990: hypothetical protein   [Gardnerella vaginalis 101]	fid|52547797|locus|VBIGarVag174900_1008	SEQ01008	Gardnerella vaginalis 101	GV05
GV05|SEQ01023	clust_2817	fid|52547827|locus|VBIGarVag174900_1023|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547827|locus|VBIGarVag174900_1023	SEQ01023	Gardnerella vaginalis 101	GV05
GV05|SEQ01035	clust_2818	fid|52547851|locus|VBIGarVag174900_1035|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547851|locus|VBIGarVag174900_1035	SEQ01035	Gardnerella vaginalis 101	GV05
GV05|SEQ01075	clust_2819	fid|52547934|locus|VBIGarVag174900_1075|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547934|locus|VBIGarVag174900_1075	SEQ01075	Gardnerella vaginalis 101	GV05
GV05|SEQ01079	clust_2820	fid|52547942|locus|VBIGarVag174900_1079|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547942|locus|VBIGarVag174900_1079	SEQ01079	Gardnerella vaginalis 101	GV05
GV05|SEQ01080	clust_2821	fid|52547944|locus|VBIGarVag174900_1080|   peptidase M48, Ste24p   [Gardnerella vaginalis 101]	fid|52547944|locus|VBIGarVag174900_1080	SEQ01080	Gardnerella vaginalis 101	GV05
GV05|SEQ01081	clust_2822	fid|52547946|locus|VBIGarVag174900_1081|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52547946|locus|VBIGarVag174900_1081	SEQ01081	Gardnerella vaginalis 101	GV05
GV05|SEQ01173	clust_2823	fid|52548190|locus|VBIGarVag174900_1173|   hypothetical protein   [Gardnerella vaginalis 101]	fid|52548190|locus|VBIGarVag174900_1173	SEQ01173	Gardnerella vaginalis 101	GV05
GV03|SEQ00003	clust_2824	fid|85499367|locus|VBIGarVag247424_0003|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499367|locus|VBIGarVag247424_0003	SEQ00003	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00058	clust_2825	fid|85499481|locus|VBIGarVag247424_0058|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499481|locus|VBIGarVag247424_0058	SEQ00058	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00071	clust_2826	fid|85499509|locus|VBIGarVag247424_0071|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499509|locus|VBIGarVag247424_0071	SEQ00071	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00154	clust_2827	fid|85499684|locus|VBIGarVag247424_0154|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499684|locus|VBIGarVag247424_0154	SEQ00154	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00178	clust_2828	fid|85499737|locus|VBIGarVag247424_0178|   FIG01120691: hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499737|locus|VBIGarVag247424_0178	SEQ00178	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00179	clust_2829	fid|85499739|locus|VBIGarVag247424_0179|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85499739|locus|VBIGarVag247424_0179	SEQ00179	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00328	clust_2830	fid|85500048|locus|VBIGarVag247424_0328|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85500048|locus|VBIGarVag247424_0328	SEQ00328	Gardnerella vaginalis 00703Dmash	GV03
GV03|SEQ00380	clust_2831	fid|85500163|locus|VBIGarVag247424_0380|   hypothetical protein   [Gardnerella vaginalis 00703Dmash]	fid|85500163|locus|VBIGarVag247424_0380	SEQ00380	Gardnerella vaginalis 00703Dmash	GV03
